NAME,REGISTERED POSITION,HEIGHT,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,AGE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ID,CLUB TEAM,Market Value,Salary,Contract Years Remaining,Yearly Wage Raise
Bosnjak,12,180,74,40,73,78,80,76,73,74,81,75,75,73,75,74,75,80,72,65,68,72,73,80,80,64,50,67,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,27,4,4,92,No Club,0,3192000,4,0.034
Cech,0,197,30,93,91,65,67,70,93,67,47,51,57,53,70,66,46,85,48,57,48,51,85,63,68,75,95,77,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A,24,5,5,93,Chelsea,40546136,12868000,3,0.038
Rozehnal,3,191,58,76,79,83,82,80,76,77,75,70,75,72,78,79,62,77,60,62,62,76,72,75,65,70,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,6,6,94,Paris Saint-Germain,7649640,3303000,3,0.016
Ujfalusi,3,185,59,80,81,86,75,72,84,72,72,75,70,69,74,75,57,81,59,57,50,82,84,69,60,74,50,79,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,A,28,5,5,95,Fiorentina,8407759,6011000,3,0.043
Grygera,4,185,68,76,81,84,80,76,75,75,72,70,70,71,71,69,66,83,71,60,63,76,82,73,74,72,50,74,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,26,5,6,96,Ajax,7533706,3486000,4,0.006
Jankulovski,8,184,77,60,76,86,83,80,77,81,80,82,77,76,85,85,75,87,77,82,85,68,73,84,76,72,50,89,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,29,4,4,97,A.C. Milan,16638000,12391000,4,0.036
Galásek,5,180,63,80,78,83,76,75,71,74,76,70,81,80,80,73,64,84,62,63,55,80,75,76,58,75,50,92,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,A,33,7,6,98,F.C. Nurnberg,2663700,6171000,1,0.01
Poborský,8,174,82,45,72,82,83,84,73,83,83,82,77,74,83,77,76,82,78,77,78,66,76,83,84,78,50,83,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,34,6,7,99,No Club,0,8309000,1,0.014
Plasil,8,183,73,60,73,84,80,72,72,76,80,78,76,82,80,78,70,75,71,77,82,72,70,81,70,70,50,78,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,24,7,7,100,AS Monaco,11291981,4686000,5,0.073
Rosický,9,178,82,59,76,82,85,86,77,88,92,84,94,87,87,85,70,82,80,80,82,68,72,92,69,70,50,80,7,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,26,6,5,101,Arsenal,44504635,21609000,3,0.057
Nedved,9,177,85,60,76,95,82,84,86,85,84,86,84,85,85,86,84,93,79,82,78,71,76,87,83,90,50,90,7,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,34,7,7,102,Juventus,8384497,33081000,1,0.043
Koller,12,202,87,50,99,87,69,70,80,66,79,68,80,73,68,65,82,85,83,77,75,84,66,82,70,74,55,85,8,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,A,33,5,5,103,AS Monaco,3757735,7695000,2,0.045
Blazek,0,188,30,85,86,62,66,68,85,77,46,45,43,50,62,67,40,74,44,38,40,43,76,46,59,70,85,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,33,4,4,104,No Club,0,3236000,1,0.01
Kinsky,0,187,40,78,81,61,66,68,86,68,47,51,47,46,50,50,37,83,36,39,37,43,86,52,59,70,79,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,31,4,4,105,No Club,0,1626000,2,0.015
Mares,4,185,65,68,82,81,75,73,73,73,74,75,72,72,74,77,61,81,62,60,66,69,72,77,60,69,50,73,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,106,No Club,0,2306000,5,0.007
Jiránek,4,183,58,75,81,84,74,72,71,72,73,68,71,70,71,70,60,77,60,53,56,76,78,69,62,72,50,75,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,107,Spartak Moskva,4515669,2523000,2,0.02
Kovác,3,189,66,74,82,84,77,72,78,75,76,76,75,75,74,78,65,82,66,65,62,75,76,76,78,70,50,80,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,108,Spartak Moskva,8409207,4441000,3,0.048
Polák,7,181,72,68,81,84,77,80,75,80,75,75,75,74,73,72,71,84,73,61,64,76,80,76,75,71,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,5,5,109,F.C. Nurnberg,9698167,5017000,4,0.043
Sardo,4,190,57,78,80,81,74,75,79,71,67,70,70,61,72,70,52,74,50,53,47,76,78,68,64,75,50,80,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,4,4,110,Catania,5105594,2331000,5,0.027
Heinz,11,187,78,49,80,80,85,80,70,76,81,77,70,75,73,75,79,85,75,78,80,70,75,79,80,67,50,68,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,111,AS Saint-Étienne,8664000,6760000,4,0.06
Sionko,10,178,77,46,74,85,88,85,77,84,77,85,75,74,75,78,79,82,80,70,74,65,78,80,88,69,50,76,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,29,5,5,112,Rangers,12933000,8927000,2,0.058
Stajner,12,179,80,44,80,82,80,76,74,81,81,81,75,74,74,70,79,83,80,70,67,82,73,82,77,73,50,75,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,113,Hannover 96,5567579,4020000,2,0.047
Baros,12,184,83,38,86,84,88,88,83,83,85,85,70,71,70,68,78,82,89,72,71,77,78,85,90,72,50,72,3,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,6,6,114,Aston Villa,29650456,10902000,2,0.053
Lokvenc,12,196,80,43,88,74,75,71,76,70,76,70,77,74,72,72,82,80,84,59,62,84,72,83,80,72,50,77,5,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,B,33,6,6,115,No Club,0,4784000,1,0.048
Sorensen,0,196,35,86,88,65,63,70,93,70,57,51,50,50,58,67,45,75,48,41,43,48,76,54,65,68,87,65,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,30,4,4,116,Aston Villa,4651710,3476000,5,0.009
Kroldrup,3,187,56,79,83,80,77,75,76,72,68,65,70,76,75,75,59,84,57,57,57,82,79,70,63,72,50,72,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,27,5,5,117,Fiorentina,7227905,4225000,4,0.045
Agger,3,191,53,79,83,80,78,75,74,76,68,68,71,73,72,71,60,82,63,70,68,80,79,71,63,76,50,77,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,5,5,118,Liverpool,14884089,4151000,4,0.046
Priske,3,188,51,74,85,76,73,69,72,72,67,62,60,67,68,74,55,77,57,50,44,78,76,68,60,69,50,68,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,119,Club Brugge,3181500,2184000,3,0.045
N. Jensen,4,179,71,66,72,80,80,78,68,72,74,70,72,67,75,80,70,81,72,74,77,70,71,73,75,72,50,73,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,4,4,120,Fulham,1609228,2225000,1,0.008
Gravesen,7,183,77,72,87,89,72,75,81,73,80,69,81,78,81,81,67,85,68,78,77,75,78,81,76,89,50,86,6,6,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,B,30,5,5,121,Celtic,11378259,8127000,5,0.062
Poulsen,5,182,70,75,83,83,78,75,76,76,78,73,80,78,81,78,69,83,70,72,69,78,86,81,61,75,50,76,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,B,26,7,6,122,Sevilla F.C.,12572834,7460000,2,0.052
Rommedahl,10,177,80,45,67,89,89,90,72,86,87,80,76,80,85,85,78,76,71,70,60,72,70,85,80,72,50,75,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,123,Charlton Athletic,17468284,9478000,4,0.078
Jorgensen,9,178,79,52,75,88,86,81,76,84,87,80,87,78,86,76,76,83,76,85,80,66,66,88,68,70,50,86,6,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,C,31,7,7,124,Fiorentina,11139612,11759000,1,0.076
C. Jensen,9,179,77,60,77,84,78,75,75,80,84,78,85,78,85,75,78,82,78,85,86,66,72,85,75,75,50,84,6,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,29,6,6,125,Fulham,15202500,10415000,3,0.076
Tomasson,11,180,87,53,75,85,80,79,93,83,80,76,78,75,76,77,85,80,87,68,66,85,80,83,84,75,50,85,6,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,126,VFB Stuttgart,16576098,11834000,3,0.057
Christiansen,0,182,30,77,83,64,65,67,86,67,56,50,49,47,53,56,38,79,43,38,36,40,76,50,61,69,80,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,4,4,127,F.C. Copenhagen,2694464,1473000,2,0.035
P. Nielsen,3,191,60,75,86,81,72,67,78,69,65,63,69,63,65,71,56,76,60,47,45,86,79,65,65,75,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,33,5,5,128,No Club,0,3366000,2,0.016
Gravgaard,3,186,65,75,84,80,68,66,71,66,67,63,65,65,70,73,60,80,63,66,53,86,73,69,67,72,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,129,F.C. Copenhagen,4376248,2563000,2,0.018
Bogelund,4,179,65,69,79,88,82,76,82,74,74,77,72,72,80,75,62,88,66,63,60,72,80,73,75,69,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,B,26,5,5,130,Borussia M.,9512578,4953000,3,0.05
Jacobsen,4,181,60,66,79,80,76,74,71,70,70,68,68,67,74,70,59,77,60,65,70,73,76,69,62,68,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,4,4,131,F.C. Copenhagen,3334048,1870000,2,0.016
Wurtz,5,179,63,67,72,83,78,75,75,74,74,71,76,73,74,74,61,79,63,60,60,72,76,75,64,73,50,76,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,132,No Club,0,2876000,3,0.012
D. Jensen,7,180,71,66,71,84,80,80,68,81,83,80,80,76,74,76,60,80,64,54,67,63,74,80,76,68,50,68,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,133,Werder Bremen,7305853,3589000,2,0.017
Kahlenberg,9,185,74,54,74,77,76,78,78,75,76,73,83,75,84,75,74,80,78,80,81,77,79,80,70,69,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,134,AJ Auxerre,15000339,4182000,5,0.046
Perez,11,182,80,40,73,80,78,80,78,80,81,76,80,74,77,77,80,78,78,75,76,70,70,83,75,73,50,81,6,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,5,5,135,Ajax,3437123,4912000,2,0.037
Gronkjær,10,187,77,52,72,82,90,89,73,86,83,85,72,75,70,74,71,81,69,63,66,63,67,82,78,66,50,70,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,6,6,136,F.C. Copenhagen,9792000,7659000,2,0.024
Skoubo,12,190,80,40,85,77,74,74,76,74,78,71,75,68,69,69,77,86,84,63,57,83,77,81,74,70,50,75,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,137,R. Sociedad,7969458,4761000,4,0.028
Larsen,12,194,79,26,89,79,72,70,77,69,73,72,68,67,66,65,80,77,80,60,50,85,68,75,83,65,50,70,4,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,4,4,138,Schalke 04,7089913,2832000,3,0.044
Robinson,0,191,30,84,89,63,64,68,89,68,59,60,51,52,59,70,42,84,40,36,47,47,77,66,52,65,85,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,139,Tottenham Hotspur,5764609,3553000,4,0.014
R. Ferdinand,3,198,66,95,89,83,82,81,92,76,78,77,79,80,83,77,64,82,62,65,67,83,85,83,63,86,50,82,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,A,27,5,5,140,Manchester United,57417559,28925000,5,0.053
Terry,3,186,63,94,90,83,75,76,84,72,73,70,76,70,78,75,64,82,63,60,62,92,86,76,66,85,50,83,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,B,25,6,6,141,Chelsea,52854554,24223000,4,0.032
G. Neville,4,180,69,75,75,82,76,75,73,75,76,70,76,75,82,76,62,77,60,64,72,75,80,75,65,89,50,89,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,31,5,5,142,Manchester United,4386098,5062000,2,0.02
Ashley Cole,4,173,79,69,80,93,90,93,84,90,80,87,76,77,82,83,71,80,70,70,76,74,87,82,87,83,50,77,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,A,25,4,3,143,Chelsea,43204016,19508000,2,0.07
Lampard,7,183,84,65,82,97,77,78,85,75,81,75,87,94,89,90,87,92,85,87,83,76,75,85,83,82,50,87,7,8,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,A,28,6,5,144,Chelsea,53362454,38918000,2,0.067
Gerrard,7,186,84,70,88,85,85,84,76,81,80,82,88,99,97,96,82,96,83,82,75,72,72,83,80,89,50,88,7,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,B,26,6,6,145,Liverpool,89253132,51330000,2,0.077
Beckham,8,182,80,60,75,88,75,73,80,77,78,73,84,89,98,95,77,88,71,99,98,68,69,88,74,87,50,75,6,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,A,31,5,5,146,R. Madrid,25895787,36665000,2,0.051
J. Cole,9,175,80,52,73,94,86,86,86,92,93,88,88,83,82,80,79,79,78,75,79,63,82,91,87,72,50,75,6,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,B,24,6,5,147,Chelsea,69126067,30416000,3,0.078
Owen,12,173,91,35,82,80,91,89,92,89,86,87,75,72,69,70,91,80,94,63,65,85,92,85,93,76,50,79,6,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C,26,5,5,148,Newcastle United,57189406,28351000,2,0.039
Crouch,12,201,80,38,81,77,78,72,76,65,77,70,72,67,63,68,76,77,76,66,56,79,72,77,73,68,50,70,6,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,25,5,5,149,Liverpool,5166610,2005000,5,0.022
James,0,196,30,84,90,60,64,66,87,76,43,48,44,54,55,58,43,76,45,40,42,43,85,46,61,70,82,75,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,36,4,4,150,Portsmouth,242625,3177000,2,0.048
Carson,0,191,30,83,86,61,68,68,85,78,43,48,55,57,66,67,36,80,40,35,38,45,85,55,58,65,80,65,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,21,4,4,151,Charlton Athletic,8145302,2347000,5,0.008
Campbell,3,188,60,90,95,79,79,73,82,68,66,67,73,81,73,76,63,91,61,64,60,86,86,72,63,77,50,78,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,B,32,5,5,152,Portsmouth,9597330,14039000,1,0.032
Carragher,3,186,63,88,86,83,80,75,78,75,69,70,78,78,65,73,63,80,63,58,60,84,83,70,65,84,50,78,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,A,28,5,5,153,Liverpool,15899410,9536000,4,0.028
Bridge,4,178,74,69,76,89,83,80,74,78,76,80,75,77,82,84,68,80,69,70,72,67,78,74,75,77,50,80,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,26,5,4,154,Chelsea,11617379,4772000,2,0.078
Carrick,5,182,74,69,78,80,81,77,70,78,81,71,90,86,93,75,72,85,75,74,75,69,76,80,64,68,50,72,7,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,25,6,6,155,Manchester United,17409524,8525000,2,0.045
Hargreaves,5,180,70,70,74,84,83,75,73,77,80,75,80,75,86,83,70,78,72,80,86,68,72,82,69,73,50,90,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,25,7,7,156,Bayern München,16416120,8506000,4,0.047
Jenas,7,180,75,67,71,88,86,81,75,79,86,82,83,77,81,79,76,86,78,79,78,65,78,85,78,74,50,80,6,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,23,5,5,157,Tottenham Hotspur,29727044,8209000,4,0.059
Lennon,8,173,74,45,72,78,88,88,77,90,83,82,68,74,74,78,70,75,73,63,68,64,62,83,83,68,50,70,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,19,5,5,158,Tottenham Hotspur,27950648,6483000,3,0.03
Downing,8,182,74,56,71,76,83,84,73,78,80,82,72,71,86,84,72,80,70,77,87,61,72,78,72,66,50,70,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,5,4,159,Middlesbrough,17927668,6336000,5,0.044
Rooney,11,178,85,50,90,90,86,90,84,85,88,86,87,92,83,89,85,90,88,82,80,74,73,90,87,80,50,80,6,4,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,A,21,5,5,160,Manchester United,155495209,49001000,3,0.164
Walcott,10,170,74,46,78,74,89,92,73,84,80,86,75,70,72,68,67,75,68,63,67,67,75,80,80,65,50,68,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,17,5,5,161,Arsenal,31578087,6280000,2,0.045
Jääskeläinen,0,191,30,81,81,65,71,74,91,77,44,50,50,60,66,76,40,84,40,40,40,50,81,56,70,72,80,70,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,31,4,4,162,Bolton Wanderers,1903542,1949000,1,0.028
Kuivasto,3,187,57,77,86,73,68,66,70,66,64,64,60,62,66,64,61,72,62,58,55,76,74,68,52,70,50,73,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,30,5,5,163,Djurgardens IF,2338293,2119000,3,0.022
Hyypiä,3,191,58,88,90,77,70,72,75,69,69,61,70,73,68,68,66,84,76,61,57,86,82,72,50,85,50,84,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,A,33,5,5,164,Liverpool,3836476,9031000,1,0.031
Nyman,4,185,60,67,80,80,73,73,72,71,69,68,65,65,69,69,55,76,55,55,60,73,74,70,59,68,50,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,5,5,165,No Club,0,1725000,3,0.027
Kallio,4,194,72,55,87,80,79,70,70,70,77,72,73,69,75,77,75,81,77,70,70,77,72,75,73,70,50,73,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,4,4,166,No Club,0,2968000,5,0.008
Lagerblom,5,180,66,67,78,78,77,76,70,68,72,73,72,72,67,69,61,79,55,60,63,70,77,71,63,69,50,68,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,5,4,167,No Club,0,1744000,4,0.019
Heikkinen,5,185,63,72,83,79,72,68,74,67,72,64,73,70,68,73,58,76,56,57,56,76,76,73,60,69,50,69,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,5,5,168,No Club,0,2208000,3,0.01
Tainio,9,175,71,63,71,82,77,77,74,77,78,74,81,76,81,83,69,78,79,76,78,70,76,81,78,75,50,73,5,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,26,6,6,169,Tottenham Hotspur,10402072,4405000,5,0.052
Saarinen,4,184,64,69,81,76,73,76,69,72,68,73,65,66,69,63,68,80,74,70,66,70,73,73,63,73,50,81,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,29,5,5,170,No Club,0,1852000,2,0.016
Eremenko Jr.,9,183,73,48,75,76,80,82,66,81,80,77,79,68,79,80,67,76,66,76,80,62,73,80,78,67,50,67,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,23,6,6,171,No Club,0,4453000,4,0.041
Forssell,12,178,83,40,79,82,85,86,84,82,77,78,72,72,71,69,81,80,80,64,60,78,78,80,85,74,50,78,5,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,25,6,6,172,Birmingham City,14819415,7161000,3,0.053
Kaven,0,189,30,75,84,62,64,65,82,64,46,45,46,45,50,55,38,79,40,37,39,43,78,45,76,70,77,68,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,31,4,4,173,No Club,0,919000,2,0.0
Tihinen,3,186,60,80,84,80,71,70,75,72,67,63,67,70,65,67,60,80,62,59,57,83,78,67,60,80,50,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,B,30,5,5,174,No Club,0,3044000,2,0.042
Pasanen,3,187,54,79,83,77,74,66,72,68,62,66,68,66,70,68,60,80,56,70,60,77,80,74,58,71,50,68,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,26,5,5,175,Werder Bremen,5692756,2763000,4,0.05
Riihilahti,5,184,65,67,80,86,74,72,72,76,72,69,72,70,74,72,67,78,62,60,65,71,75,76,63,71,50,77,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,A,30,5,5,176,No Club,0,2185000,4,0.044
Wiss,5,182,60,65,75,82,76,74,74,72,70,72,73,71,73,70,64,76,64,60,63,69,74,73,62,72,50,73,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,34,5,5,177,No Club,0,2398000,2,0.022
Haapala,7,180,66,65,78,83,75,73,74,71,76,70,78,73,78,73,60,80,66,60,65,72,76,77,60,65,50,73,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,5,5,178,No Club,0,2544000,5,0.039
Kopteff,8,180,74,54,69,84,80,82,68,80,83,76,73,73,80,72,70,78,67,75,81,67,73,80,72,68,50,67,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,27,4,4,179,FC Utrecht,7095039,3226000,4,0.026
Litmanen,9,182,82,55,80,74,75,75,74,74,86,70,88,83,84,80,82,76,88,85,90,70,71,90,70,84,50,78,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,C,35,5,5,180,No Club,0,12926000,2,0.012
Kolkka,10,173,75,43,73,78,80,77,72,77,78,80,75,75,75,79,72,75,74,72,74,63,70,81,77,74,50,73,5,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,32,8,8,181,Feyenoord,2029562,3516000,2,0.047
Sjölund,10,178,70,36,66,78,84,78,70,69,78,82,70,69,73,73,72,76,73,66,66,65,70,78,76,70,50,65,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,23,4,4,182,Djurgardens IF,7347342,2455000,5,0.034
Johansson,12,188,80,38,74,75,77,78,84,72,73,70,73,70,76,75,74,84,84,68,57,76,73,76,76,72,50,73,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,31,5,5,183,No Club,0,3311000,1,0.031
Roiha,12,180,76,35,79,82,82,80,73,78,70,71,68,63,68,63,75,78,73,55,57,75,78,76,81,72,50,68,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,5,5,184,ADO Den Haag,5396924,2239000,3,0.028
Barthez,0,183,40,86,85,65,63,76,89,80,55,62,59,62,73,69,43,75,43,43,49,52,86,60,73,70,86,79,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,35,6,6,185,FC Nantes-Atlantique,683807,3821000,1,0.01
